Record_ID,City,Month,Temperature_C,Humidity_pct,Pressure_hPa,Wind_Speed_kmph,Cloud_Cover_pct,Visibility_km,Rainfall_mm,Weather_Condition,Rain_Tomorrow
981,Mumbai,9,18.1,90,1025.5,13.0,0,13.8,5.7,Sunny,1
982,Kolkata,4,39.3,74,1017.5,21.7,14,8.1,1.3,Sunny,0
983,Chennai,2,40.5,61,1004.3,18.9,15,6.4,2.4,Sunny,1
984,Bengaluru,3,22.6,67,1014.0,20.7,19,13.6,0,Sunny,0
985,Ahmedabad,5,19.8,38,1000.8,15.5,47,14.1,3.4,Partly Cloudy,1
986,Delhi,3,34.4,43,1002.8,12.3,92,12.3,0,Cloudy,0
987,Mumbai,2,27.6,60,995.8,10.4,16,4.0,0,Sunny,0
988,Lucknow,10,35.0,67,995.5,28.4,31,6.7,3.4,Sunny,0
989,Pune,9,24.7,93,1022.9,12.2,74,11.2,0,Cloudy,0
990,Chennai,12,11.0,71,990.1,29.8,2,6.4,0,Sunny,0
991,Bengaluru,2,10.0,69,1004.4,25.6,99,12.6,2.2,Cloudy,0
992,Lucknow,4,15.2,53,992.2,5.0,89,11.0,5.7,Cloudy,1
993,Delhi,12,40.8,72,992.2,4.1,74,2.5,8.3,Cloudy,1
994,Hyderabad,3,10.7,34,990.5,25.1,53,3.5,0,Partly Cloudy,1
995,Bengaluru,12,25.9,63,1008.8,22.0,56,12.0,1.6,Partly Cloudy,1
996,Delhi,10,33.5,89,996.4,12.5,54,10.7,0,Partly Cloudy,0
997,Pune,12,36.2,98,1010.1,21.6,54,14.1,0.2,Partly Cloudy,1
998,Bengaluru,12,15.2,32,998.8,6.3,95,14.7,5.2,Cloudy,0
999,Mumbai,12,23.9,65,1016.1,12.7,48,3.7,2.9,Partly Cloudy,1
1000,Mumbai,2,10.6,67,991.1,9.2,69,2.9,0,Partly Cloudy,1
